Wavelength,Transmission,,,
2.158908,61.34714,,,
2.159,61.13937,,,
2.159093,61.00085,,,
2.15928,60.79306,,,
2.159373,60.65454,,,
2.159467,60.58527,,,
2.159561,60.516,,,
2.159655,60.44674,,,
2.15975,60.44672,,,
2.159844,60.37745,,,
2.159939,60.37743,,,
2.160032,60.23891,,,
2.160127,60.2389,,,
2.160221,60.16963,,,
2.160315,60.10036,,,
2.16041,60.10034,,,
2.160504,60.03108,,,
2.160599,60.03106,,,
2.160694,60.03104,,,
2.160788,60.03103,,,
2.160883,60.03101,,,
2.160978,60.03099,,,
2.160979,60.10025,,,
2.161074,60.10023,,,
2.161169,60.10021,,,
2.16117,60.16946,,,
2.161265,60.16945,,,
2.161266,60.2387,,,
2.161361,60.23868,,,
2.161362,60.30794,,,
2.161363,60.37719,,,
2.161458,60.37717,,,
2.161459,60.44642,,,
2.16146,60.51568,,,
2.161555,60.51566,,,
2.161556,60.58491,,,
2.161557,60.65416,,,
2.161652,60.65415,,,
2.161749,60.79263,,,
2.16175,60.86189,,,
2.161751,60.93114,,,
2.161846,60.93112,,,
2.161848,61.06962,,,
2.161849,61.13888,,,
2.161944,61.13886,,,
2.161946,61.27736,,,
2.161947,61.34662,,,
2.161948,61.41587,,,
2.162042,61.41585,,,
2.162043,61.4851,,,
2.162044,61.55436,,,
2.162139,61.55434,,,
2.162141,61.69284,,,
2.162142,61.76209,,,
2.162143,61.83135,,,
2.162238,61.83133,,,
2.16224,61.96983,,,
2.162241,62.03909,,,
2.162336,62.03907,,,
2.162338,62.17757,,,
2.162339,62.24682,,,
2.162434,62.24681,,,
2.162436,62.38531,,,
2.162437,62.45456,,,
2.162532,62.45455,,,
2.162534,62.59305,,,
2.162535,62.6623,,,
2.16263,62.66229,,,
2.162632,62.80079,,,
2.162633,62.87004,,,
2.162728,62.87003,,,
2.16273,63.00853,,,
2.162731,63.07778,,,
2.162826,63.07777,,,
2.162828,63.21627,,,
2.162829,63.28552,,,
2.162924,63.2855,,,
2.162925,63.35476,,,
2.163022,63.49324,,,
2.163022,63.5625,,,
2.163117,63.56248,,,
2.163119,63.70098,,,
2.16312,63.77024,,,
2.163215,63.77022,,,
2.163217,63.90872,,,
2.163218,63.97797,,,
2.163313,63.97796,,,
2.163314,64.04721,,,
2.163315,64.11646,,,
2.16341,64.11645,,,
2.163411,64.1857,,,
2.163412,64.25495,,,
2.163507,64.25493,,,
2.163508,64.32418,,,
2.163509,64.39344,,,
2.163604,64.39342,,,
2.163605,64.46267,,,
2.163702,64.60116,,,
2.163703,64.67041,,,
2.163802,64.9474,,,
2.163803,65.01665,,,
2.163898,65.01664,,,
2.163899,65.08589,,,
2.163994,65.08587,,,
2.163996,65.22438,,,
2.164091,65.22436,,,
2.164092,65.29361,,,
2.164093,65.36286,,,
2.164187,65.36285,,,
2.164282,65.36283,,,
2.164377,65.36282,,,
2.164472,65.3628,,,
2.164566,65.29353,,,
2.16466,65.22426,,,
2.164661,65.29351,,,
2.164662,65.36277,,,
2.164753,65.08574,,,
2.164845,64.87797,,,
2.164847,65.01647,,,
2.164848,65.08573,,,
2.164935,64.53169,,,
2.164936,64.60095,,,
2.164937,64.6702,,,
2.165025,64.18542,,,
2.165027,64.32392,,,
2.165028,64.39317,,,
2.165029,64.46243,,,
2.165117,63.97765,,,
2.165207,63.63137,,,
2.16521,63.83913,,,
2.165212,63.97763,,,
2.165213,64.04688,,,
2.165296,63.21584,,,
2.165299,63.4236,,,
2.1653,63.49285,,,
2.165301,63.5621,,,
2.165385,62.80031,,,
2.165387,62.93882,,,
2.165388,63.00807,,,
2.165468,61.96927,,,
2.16547,62.10778,,,
2.165471,62.17703,,,
2.165472,62.24628,,,
2.165555,61.41524,,,
2.165558,61.623,,,
2.165559,61.69225,,,
2.16556,61.7615,,,
2.16564,60.72271,,,
2.165642,60.86121,,,
2.165643,60.93046,,,
2.165726,60.03017,,,
2.165727,60.09942,,,
2.165728,60.16868,,,
2.165821,60.03016,,,
2.165891,58.29884,,,
2.165895,58.57585,,,
2.165897,58.71435,,,
2.165898,58.7836,,,
2.165973,57.39855,,,
2.165976,57.60631,,,
2.165977,57.67556,,,
2.165978,57.74481,,,
2.166055,56.49826,,,
2.166059,56.77527,,,
2.166061,56.91377,,,
2.166062,56.98302,,,
2.166063,57.05227,,,
2.166148,56.35974,,,
2.166221,54.83618,,,
2.166226,55.18244,,,
2.166229,55.3902,,,
2.16623,55.45945,,,
2.166231,55.5287,,,
2.166319,55.04392,,,
2.166391,53.45111,,,
2.166479,52.96633,,,
2.166563,52.13529,,,
2.166568,52.48155,,,
2.16657,52.68931,,,
2.166571,52.75856,,,
2.166666,52.75854,,,
2.166737,51.02723,,,
2.166779,47.35686,,,
2.166787,47.91087,,,
2.166791,48.18788,,,
2.166793,48.32639,,,
2.166794,48.39564,,,
2.166862,46.52582,,,
2.166866,46.80283,,,
2.166868,46.94133,,,
2.166869,47.01058,,,
2.16687,47.07984,,,
2.166942,45.41777,,,
2.166948,45.83328,,,
2.166951,46.04104,,,
2.166952,46.17954,,,
2.166953,46.2488,,,
2.167022,44.37898,,,
2.167027,44.72524,,,
2.16703,44.93299,,,
2.167031,45.00225,,,
2.167032,45.0715,,,
2.167111,43.96345,,,
2.167176,41.88588,,,
2.167183,42.37064,,,
2.167186,42.5784,,,
2.167188,42.7169,,,
2.167189,42.78615,,,
2.167255,40.77783,,,
2.167261,41.19334,,,
2.167264,41.4011,,,
2.167265,41.47035,,,
2.167266,41.5396,,,
2.167333,39.53128,,,
2.167337,39.87754,,,
2.16734,40.08529,,,
2.167341,40.15455,,,
2.167342,40.2238,,,
2.167423,39.185,,,
2.167503,38.14621,,,
2.167565,35.86088,,,
2.16757,36.20714,,,
2.167572,36.34564,,,
2.167573,36.41489,,,
2.167574,36.48415,,,
2.167645,34.82208,,,
2.16765,35.16834,,,
2.167652,35.30685,,,
2.167654,35.44535,,,
2.167655,35.5146,,,
2.167745,35.16833,,,
2.167746,35.23758,,,
2.167804,32.60599,,,
2.167808,32.95225,,,
2.167811,33.16,,,
2.167812,33.22926,,,
2.167813,33.29851,,,
2.167892,32.12121,,,
2.167955,29.90513,,,
2.16796,30.25139,,,
2.167961,30.32064,,,
2.167962,30.3899,,,
2.167963,30.45915,,,
2.167964,30.5284,,,
2.168055,30.25138,,,
2.168056,30.32063,,,
2.168117,27.96605,,,
2.168122,28.31231,,,
2.168125,28.52006,,,
2.168126,28.58931,,,
2.168127,28.65857,,,
2.168195,26.78875,,,
2.1682,27.13501,,,
2.168202,27.27351,,,
2.168203,27.34276,,,
2.168204,27.41201,,,
2.168277,25.8192,,,
2.168281,26.16546,,,
2.168283,26.30397,,,
2.168284,26.37322,,,
2.168285,26.44247,,,
2.168358,24.84966,,,
2.168363,25.19592,,,
2.168365,25.33442,,,
2.168366,25.40368,,,
2.168367,25.47293,,,
2.168459,25.26516,,,
2.168519,22.84132,,,
2.168524,23.18758,,,
2.168527,23.39534,,,
2.168528,23.46459,,,
2.168529,23.53384,,,
2.1686,21.87178,,,
2.168605,22.21804,,,
2.168608,22.4258,,,
2.168609,22.49505,,,
2.16861,22.5643,,,
2.168682,20.97149,,,
2.168774,20.76372,,,
2.168776,20.90222,,,
2.168777,20.97147,,,
2.168778,21.04072,,,
2.168856,19.86343,,,
2.168861,20.20968,,,
2.168863,20.34819,,,
2.168864,20.41744,,,
2.168865,20.48669,,,
2.168957,20.27892,,,
2.169027,18.54761,,,
2.169033,18.96312,,,
2.169036,19.17087,,,
2.169038,19.30938,,,
2.169039,19.37863,,,
2.169111,17.71657,,,
2.1692,17.30104,,,
2.169203,17.50879,,,
2.169205,17.6473,,,
2.169206,17.71655,,,
2.169283,16.47,,,
2.169286,16.67776,,,
2.169287,16.74701,,,
2.169288,16.81626,,,
2.169368,15.77746,,,
2.169372,16.05447,,,
2.169374,16.19298,,,
2.169375,16.26223,,,
2.169376,16.33148,,,
2.169453,15.08493,,,
2.169456,15.29268,,,
2.169457,15.36194,,,
2.169458,15.43119,,,
2.16954,14.5309,,,
2.169542,14.6694,,,
2.169543,14.73865,,,
2.169544,14.8079,,,
2.169626,13.90761,,,
2.169629,14.11537,,,
2.169631,14.25387,,,
2.169632,14.32312,,,
2.169713,13.35358,,,
2.169715,13.49209,,,
2.169716,13.56134,,,
2.169717,13.63059,,,
2.169799,12.7303,,,
2.169891,12.52253,,,
2.169893,12.66103,,,
2.169894,12.73028,,,
2.169975,11.76074,,,
2.169978,11.96849,,,
2.169979,12.03775,,,
2.16998,12.107,,,
2.170064,11.34521,,,
2.170156,11.13744,,,
2.170158,11.27594,,,
2.170159,11.34519,,,
2.170242,10.51415,,,
2.170335,10.37563,,,
2.170337,10.51414,,,
2.170338,10.58339,,,
2.170428,10.23711,,,
2.170429,10.30637,,,
2.170508,9.198319,,,
2.170602,9.129051,,,
2.170603,9.198303,,,
2.170604,9.267555,,,
2.170688,8.505767,,,
2.17069,8.644271,,,
2.170691,8.713523,,,
2.170779,8.228743,,,
2.170781,8.367247,,,
2.170782,8.436499,,,
2.17087,7.951719,,,
2.170872,8.090223,,,
2.170873,8.159475,,,
2.17096,7.605443,,,
2.170962,7.743947,,,
2.170963,7.813199,,,
2.170964,7.882451,,,
2.171049,7.189915,,,
2.171143,7.120647,,,
2.171144,7.189899,,,
2.171145,7.259151,,,
2.171231,6.635867,,,
2.171325,6.566599,,,
2.171326,6.635851,,,
2.171415,6.220323,,,
2.171508,6.081803,,,
2.171509,6.151054,,,
2.17151,6.220306,,,
2.171599,5.804778,,,
2.1716,5.87403,,,
2.17169,5.527754,,,
2.171692,5.666258,,,
2.171693,5.73551,,,
2.171783,5.389234,,,
2.171784,5.458486,,,
2.171875,5.181462,,,
2.171969,5.112194,,,
2.17197,5.181446,,,
2.171971,5.250697,,,
2.17206,4.83517,,,
2.172061,4.904422,,,
2.172152,4.627397,,,
2.172153,4.696649,,,
2.172245,4.488877,,,
2.172246,4.558129,,,
2.172337,4.281105,,,
2.172431,4.211837,,,
2.172432,4.281089,,,
2.172524,4.073316,,,
2.172525,4.142568,,,
2.172616,3.865544,,,
2.172711,3.865528,,,
2.172803,3.657756,,,
2.172897,3.588487,,,
2.17299,3.449967,,,
2.172992,3.588471,,,
2.172993,3.657723,,,
2.173082,3.242195,,,
2.173083,3.311447,,,
2.173174,3.034423,,,
2.173175,3.103675,,,
2.173176,3.172927,,,
2.173267,2.895903,,,
2.173362,2.895886,,,
2.173455,2.757366,,,
2.173548,2.618846,,,
2.173642,2.549577,,,
2.173735,2.411057,,,
2.173829,2.341789,,,
2.173923,2.27252,,,
2.174016,2.134,,,
2.17411,2.064732,,,
2.174204,1.995463,,,
2.174299,1.995447,,,
2.1743,2.064699,,,
2.174392,1.856927,,,
2.174485,1.787658,,,
2.174579,1.71839,,,
2.174673,1.649122,,,
2.174767,1.579853,,,
2.174861,1.510585,,,
2.174955,1.441317,,,
2.175049,1.372048,,,
2.175143,1.30278,,,
2.175238,1.302763,,,
2.175332,1.233495,,,
2.175426,1.164227,,,
2.175521,1.16421,,,
2.175615,1.094942,,,
2.17571,1.094926,,,
2.175805,1.094909,,,
2.175899,1.025641,,,
2.175994,1.025624,,,
2.176088,0.956356,,,
2.176183,0.9563396,,,
2.176278,0.9563231,,,
2.176373,0.9563067,,,
2.176466,0.8870384,,,
2.176561,0.8870219,,,
2.176656,0.8870055,,,
2.176751,0.886989,,,
2.176845,0.8177207,,,
2.17694,0.8177043,,,
2.177035,0.8176878,,,
2.17713,0.8176714,,,
2.177225,0.8176549,,,
2.177319,0.7483866,,,
2.177414,0.7483702,,,
2.177509,0.7483537,,,
2.177604,0.7483373,,,
2.177699,0.7483209,,,
2.177794,0.7483044,,,
2.177889,0.748288,,,
2.177984,0.7482715,,,
2.178079,0.7482551,,,
2.178172,0.6789868,,,
2.178267,0.6789703,,,
2.178362,0.6789539,,,
2.178457,0.6789374,,,
2.178552,0.678921,,,
2.178647,0.6789046,,,
2.178741,0.6096362,,,
2.178836,0.6096198,,,
2.17893,0.5403514,,,
2.179025,0.540335,,,
2.17912,0.5403186,,,
2.179215,0.5403021,,,
2.17931,0.5402857,,,
2.179404,0.4710173,,,
2.179499,0.4710009,,,
2.179594,0.4709845,,,
2.179689,0.470968,,,
2.179784,0.4709516,,,
2.179879,0.4709352,,,
2.179973,0.4709187,,,
2.180068,0.4709023,,,
2.180163,0.4708858,,,
2.180258,0.4708694,,,
2.180353,0.470853,,,
2.180448,0.4708365,,,
2.180543,0.4708201,,,
2.180638,0.4708037,,,
2.180732,0.4015353,,,
2.180827,0.4015189,,,
2.180922,0.4015024,,,
2.181017,0.401486,,,
2.181112,0.4014696,,,
2.181207,0.4014531,,,
2.181302,0.4014367,,,
2.181397,0.4014202,,,
2.181492,0.4014038,,,
2.181587,0.4013874,,,
2.181681,0.4013709,,,
2.181776,0.4013545,,,
2.181871,0.4013381,,,
2.181966,0.4013216,,,
2.182061,0.4013052,,,
2.182155,0.3320368,,,
2.18225,0.3320204,,,
2.182345,0.332004,,,
2.18244,0.3319875,,,
2.182535,0.3319711,,,
2.18263,0.3319547,,,
2.182725,0.3319382,,,
2.18282,0.3319218,,,
2.182915,0.3319053,,,
2.18301,0.3318889,,,
2.183104,0.2626206,,,
2.183199,0.2626041,,,
2.183294,0.2625877,,,
2.183389,0.2625712,,,
2.183483,0.2625548,,,
2.183578,0.2625384,,,
2.183673,0.2625219,,,
2.183768,0.2625055,,,
2.183863,0.2624891,,,
2.183958,0.2624726,,,
2.184053,0.2624562,,,
2.184148,0.2624397,,,
2.184243,0.2624233,,,
2.184338,0.2624069,,,
2.184433,0.2623904,,,
2.184528,0.262374,,,
2.184623,0.2623576,,,
2.184718,0.2623411,,,
2.184813,0.2623247,,,
2.184908,0.2623082,,,
2.185003,0.2622918,,,
2.185097,0.2622754,,,
2.185192,0.2622589,,,
2.185287,0.2622425,,,
2.185382,0.2622261,,,
2.185477,0.2622096,,,
2.185572,0.2621932,,,
2.185667,0.2621767,,,
2.185762,0.2621603,,,
2.185857,0.2621439,,,
2.185951,0.1928755,,,
2.186046,0.1928591,,,
2.186141,0.1928426,,,
2.186236,0.1928262,,,
2.186331,0.1928098,,,
2.186426,0.1927933,,,
2.186521,0.1927769,,,
2.186616,0.1927605,,,
2.186711,0.192744,,,
2.186805,0.1927276,,,
2.1869,0.1927111,,,
2.186995,0.1926947,,,
2.18709,0.1926783,,,
2.187185,0.1926618,,,
2.18728,0.1926454,,,
2.187375,0.192629,,,
2.18747,0.1926125,,,
2.187565,0.1925961,,,
2.18766,0.1925796,,,
2.187755,0.1925632,,,
2.18785,0.1925468,,,
2.187945,0.1925303,,,
2.18804,0.1925139,,,
2.188135,0.1924975,,,
2.18823,0.192481,,,
2.188325,0.1924646,,,
2.18842,0.1924481,,,
2.188514,0.1924317,,,
2.188609,0.1924153,,,
2.188704,0.1923988,,,
2.188799,0.1923824,,,
2.188894,0.192366,,,
2.188989,0.1923495,,,
2.189084,0.1923331,,,
2.189179,0.1923166,,,
2.189274,0.1923002,,,
2.189369,0.1922838,,,
2.189464,0.1922673,,,
2.189558,0.122999,,,
2.189653,0.1229825,,,
2.189654,0.1922344,,,
2.189749,0.192218,,,
2.189843,0.1229497,,,
2.189938,0.1229332,,,
2.190033,0.1229168,,,
2.190128,0.1229004,,,
2.190129,0.1921523,,,
2.190223,0.1921358,,,
2.190317,0.1228675,,,
2.190412,0.122851,,,
2.190507,0.1228346,,,
2.190602,0.1228182,,,
2.190697,0.1228017,,,
2.190792,0.1227853,,,
2.190887,0.1227689,,,
2.190982,0.1227524,,,
2.191077,0.122736,,,
2.191172,0.1227195,,,
2.191267,0.1227031,,,
2.191362,0.1226867,,,
2.191457,0.1226702,,,
2.191552,0.1226538,,,
2.191647,0.1226374,,,
2.191742,0.1226209,,,
2.191837,0.1226045,,,
2.191931,0.122588,,,
2.192026,0.1225716,,,
2.192121,0.1225552,,,
2.192216,0.1225387,,,
2.192311,0.1225223,,,
2.192406,0.1225059,,,
2.192501,0.1224894,,,
2.192596,0.122473,,,
2.192691,0.1224565,,,
2.192786,0.1224401,,,
2.192881,0.1224237,,,
2.192976,0.1224072,,,
2.193071,0.1223908,,,
2.193166,0.1223743,,,
2.193261,0.1223579,,,
2.193356,0.1223415,,,
2.193451,0.122325,,,
2.193546,0.1223086,,,
2.193639,0.05304025,,,
2.193734,0.05302382,,,
2.193735,0.1222757,,,
2.19383,0.1222593,,,
2.193925,0.1222428,,,
2.19402,0.1222264,,,
2.194115,0.12221,,,
2.19421,0.1221935,,,
2.194305,0.1221771,,,
2.194399,0.05290875,,,
2.194494,0.05289232,,,
2.194589,0.05287588,,,
2.19459,0.1221278,,,
2.194685,0.1221113,,,
2.19478,0.1220949,,,
2.194875,0.1220785,,,
2.19497,0.122062,,,
2.195065,0.1220456,,,
2.19516,0.1220292,,,
2.195255,0.1220127,,,
2.195349,0.1219963,,,
2.195443,0.05272794,,,
2.195538,0.0527115,,,
2.195633,0.05269506,,,
2.195728,0.05267863,,,
2.195823,0.05266219,,,
2.195824,0.1219141,,,
2.195919,0.1218977,,,
2.196013,0.05262931,,,
2.196108,0.05261287,,,
2.196203,0.05259644,,,
2.196298,0.05258,,,
2.196393,0.05256356,,,
2.196488,0.05254712,,,
2.196583,0.05253069,,,
2.196678,0.05251425,,,
2.196773,0.05249781,,,
2.196868,0.05248137,,,
2.196963,0.05246494,,,
2.197057,0.0524485,,,
2.197152,0.05243206,,,
2.197247,0.05241562,,,
2.197342,0.05239918,,,
2.197437,0.05238275,,,
2.197532,0.05236631,,,
2.197627,0.05234987,,,
2.197722,0.05233343,,,
2.197817,0.052317,,,
2.197912,0.05230056,,,
2.198007,0.05228412,,,
2.198102,0.05226768,,,
2.198197,0.05225125,,,
2.198292,0.05223481,,,
2.198387,0.05221837,,,
2.198482,0.05220193,,,
2.198482,0.05220193,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
