Wavelength,Transmission,,,
1.685303,0.1173011,,,
1.685405,0.117224,,,
1.685507,0.1171469,,,
1.685608,0.1170697,,,
1.68571,0.1169926,,,
1.685812,0.1169155,,,
1.685914,0.1168384,,,
1.686015,0.1167613,,,
1.686117,0.1166841,,,
1.686219,0.116607,,,
1.68632,0.1165299,,,
1.686422,0.1164528,,,
1.686524,0.1163757,,,
1.686625,0.1162985,,,
1.686727,0.1162214,,,
1.686829,0.1161443,,,
1.686931,0.1160672,,,
1.687032,0.11599,,,
1.687134,0.1159129,,,
1.687236,0.1158358,,,
1.687337,0.1157587,,,
1.687439,0.1156816,,,
1.687541,0.1156044,,,
1.687643,0.1155273,,,
1.687744,0.1154502,,,
1.687846,0.1153731,,,
1.687948,0.115296,,,
1.688049,0.1152188,,,
1.688151,0.1151417,,,
1.688253,0.1150646,,,
1.688355,0.1149875,,,
1.688456,0.1149104,,,
1.688558,0.1148332,,,
1.68866,0.1147561,,,
1.688761,0.114679,,,
1.688863,0.04383046,,,
1.688965,0.04375334,,,
1.689066,0.04367622,,,
1.689168,0.0435991,,,
1.68927,0.04352197,,,
1.689372,0.04344485,,,
1.689473,0.04336773,,,
1.689575,0.04329061,,,
1.689575,0.114062,,,
1.689677,0.1139849,,,
1.689778,0.04313637,,,
1.68988,0.04305925,,,
1.689982,0.04298213,,,
1.690084,0.04290501,,,
1.690185,0.04282788,,,
1.690287,0.04275076,,,
1.690389,0.04267364,,,
1.69049,0.04259652,,,
1.690592,0.0425194,,,
1.690694,0.04244228,,,
1.690694,0.1132137,,,
1.690795,0.1131366,,,
1.690897,0.1130594,,,
1.690999,0.1129823,,,
1.691101,0.1129052,,,
1.691202,0.1128281,,,
1.691304,0.112751,,,
1.691406,0.1126738,,,
1.691507,0.04182531,,,
1.691609,0.04174819,,,
1.691711,0.04167107,,,
1.691813,0.04159395,,,
1.691914,0.04151683,,,
1.691914,0.1122882,,,
1.692016,0.1122111,,,
1.692118,0.04136258,,,
1.692219,0.04128546,,,
1.692321,0.04120834,,,
1.692423,0.04113122,,,
1.692525,0.0410541,,,
1.692626,0.04097698,,,
1.692728,0.04089986,,,
1.69283,0.04082274,,,
1.692931,0.04074562,,,
1.693033,0.0406685,,,
1.693135,0.04059137,,,
1.693236,0.04051425,,,
1.693338,0.04043713,,,
1.69344,0.04036001,,,
1.693542,0.04028289,,,
1.693542,0.1110543,,,
1.693643,0.1109772,,,
1.693745,0.04012865,,,
1.693847,0.04005153,,,
1.693948,0.03997441,,,
1.69405,0.03989729,,,
1.694152,0.03982016,,,
1.694152,0.1105916,,,
1.694254,0.1105145,,,
1.694355,0.1104373,,,
1.694457,0.1103602,,,
1.694559,0.03951168,,,
1.69466,0.03943456,,,
1.694762,0.03935744,,,
1.694864,0.03928032,,,
1.694965,0.0392032,,,
1.695067,0.03912607,,,
1.695169,0.03904895,,,
1.695271,0.03897183,,,
1.695372,0.03889471,,,
1.695474,0.03881759,,,
1.695576,0.03874047,,,
1.695677,0.03866335,,,
1.695779,0.03858623,,,
1.695881,0.03850911,,,
1.695983,0.03843199,,,
1.696084,0.03835486,,,
1.696186,0.03827774,,,
1.696288,0.03820062,,,
1.696389,0.0381235,,,
1.696491,0.03804638,,,
1.696593,0.03796926,,,
1.696695,0.03789214,,,
1.696796,0.03781502,,,
1.696898,0.0377379,,,
1.697,0.03766077,,,
1.697101,0.03758365,,,
1.697203,0.03750653,,,
1.697305,0.03742941,,,
1.697406,0.03735229,,,
1.697508,0.03727517,,,
1.69761,0.03719805,,,
1.697712,0.03712093,,,
1.697813,0.03704381,,,
1.697915,0.03696669,,,
1.698017,0.03688956,,,
1.698118,0.03681244,,,
1.69822,0.03673532,,,
1.698322,0.0366582,,,
1.698424,0.03658108,,,
1.698525,0.03650396,,,
1.698627,0.03642684,,,
1.698729,0.03634972,,,
1.69883,0.0362726,,,
1.698932,0.03619548,,,
1.699034,0.03611835,,,
1.699135,0.03604123,,,
1.699237,0.03596411,,,
1.699339,0.03588699,,,
1.699441,0.03580987,,,
1.699441,0.03580987,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
